Date,AAPL,AMZN,BAC,CAT,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,TSLA,UNH,WMT,XOM
2019-07-11,48.30352783203125,100.05349731445312,25.037662506103516,116.15849304199219,56.7750244140625,116.65229034423828,95.50016021728516,42.658199310302734,199.83407592773438,130.52796936035156,4.131372451782227,15.90666675567627,234.80918884277344,34.570106506347656,57.2979736328125
2019-07-12,48.67461395263672,100.55000305175781,25.114408493041992,119.9737777709961,56.83755111694336,111.8150405883789,96.50455474853516,42.723777770996094,203.44883728027344,130.99949645996094,4.164417266845703,16.338666915893555,239.07098388671875,34.776458740234375,57.342281341552734
2019-07-15,49.13191604614258,101.04949951171875,24.91827392578125,121.08369445800781,57.0941162109375,112.15641021728516,95.33277130126953,42.73197555541992,202.49551391601562,130.99949645996094,4.155970096588135,16.899999618530273,239.1248779296875,34.891780853271484,56.93602752685547
2019-07-16,48.96192169189453,100.49500274658203,24.72213363647461,120.60676574707031,57.24051284790039,110.31639099121094,96.3539047241211,42.74017333984375,202.42599487304688,129.2830352783203,4.15125036239624,16.825332641601562,237.95608520507812,34.825016021728516,56.086570739746094
2019-07-17,48.68658447265625,99.60150146484375,24.892684936523438,117.69327545166016,56.90702438354492,109.78355407714844,95.40809631347656,42.7729606628418,200.400146484375,128.51907348632812,4.216594219207764,16.99066734313965,239.74530029296875,34.776458740234375,55.7541618347168
2019-07-18,49.23965835571289,98.8949966430664,25.139997482299805,116.96490478515625,56.93184280395508,109.95841979980469,95.97724914550781,42.64999771118164,199.38722229003906,128.66058349609375,4.228271484375,16.902666091918945,234.30575561523438,34.812870025634766,55.28141784667969
2019-07-19,48.50461959838867,98.22599792480469,25.0717716217041,119.0357894897461,56.15322494506836,108.49304962158203,95.03145599365234,42.1253776550293,196.9840087890625,128.84915161132812,4.185039043426514,17.211999893188477,230.75425720214844,34.56404113769531,55.39221954345703
2019-07-22,49.613155364990234,99.28150177001953,25.21674346923828,118.17074584960938,56.53334426879883,107.10265350341797,95.6424331665039,41.986026763916016,200.91651916503906,130.55624389648438,4.256596088409424,17.045333862304688,229.55845642089844,34.23629379272461,55.451316833496094
2019-07-23,50.00102233886719,99.72450256347656,25.7966365814209,120.66976928710938,56.97203826904297,107.26915740966797,97.39175415039062,44.53535079956055,200.9562530517578,131.36729431152344,4.364427089691162,17.344667434692383,229.27976989746094,34.01478576660156,55.67292022705078
2019-07-24,49.96031951904297,100.04049682617188,26.154804229736328,115.26102447509766,56.55915832519531,108.0517807006836,97.78515625,44.084503173828125,203.24029541015625,132.7159881591797,4.438963890075684,17.658666610717773,225.791259765625,33.98746871948242,55.665531158447266
2019-07-25,49.565269470214844,98.69100189208984,25.87338638305664,117.70764923095703,56.37107849121094,109.16744995117188,96.84772491455078,43.50251388549805,199.31771850585938,132.2161102294922,4.307777404785156,15.254667282104492,223.60638427734375,34.054222106933594,55.3479118347168
2019-07-26,49.737648010253906,97.15249633789062,26.240083694458008,116.1435775756836,61.794105529785156,108.8427505493164,97.27456665039062,44.404197692871094,198.36436462402344,133.30072021484375,4.349768161773682,15.202667236328125,227.4186248779297,34.29698944091797,55.25926208496094
2019-07-29,50.2021369934082,95.62249755859375,26.026893615722656,117.48920440673828,61.62636184692383,110.74935150146484,96.96489715576172,44.256656646728516,194.580810546875,133.0083770751953,4.343555927276611,15.718000411987305,228.20982360839844,34.06939697265625,55.6507568359375
2019-07-30,49.986656188964844,94.92649841308594,26.342416763305664,116.1697769165039,60.93955993652344,109.96672058105469,96.74728393554688,44.03532028198242,195.67315673828125,132.3670196533203,4.359209060668945,16.150667190551758,229.207763671875,34.00566482543945,55.65813064575195
2019-07-31,51.00657653808594,93.33899688720703,26.163330078125,115.05131530761719,60.4532356262207,108.41812896728516,97.09046173095703,43.141822814941406,192.8826446533203,128.51907348632812,4.191997051239014,16.107332229614258,223.8851318359375,33.495853424072266,54.9268684387207
2019-08-01,49.902854919433594,92.76599884033203,25.148523330688477,110.78724670410156,60.1346435546875,108.4764175415039,94.52928161621094,42.64999771118164,191.39305114746094,130.20724487304688,4.0975823402404785,15.59000015258789,224.1009063720703,33.19240188598633,53.523414611816406
2019-08-02,48.84698486328125,91.16200256347656,25.054712295532227,108.82122802734375,59.367435455322266,109.12582397460938,94.52088165283203,42.89591598510742,187.7088165283203,129.11325073242188,4.004907608032227,15.62266731262207,224.82017517089844,33.19847106933594,52.99895477294922
2019-08-05,46.28996276855469,88.25650024414062,23.946104049682617,106.29598236083984,57.30452346801758,108.3681640625,91.70863342285156,42.338504791259766,180.46937561035156,124.68999481201172,3.746509552001953,15.221332550048828,220.33367919921875,32.11208724975586,51.913124084472656
2019-08-06,47.1662483215332,89.3915023803711,24.236051559448242,106.6717300415039,58.11490249633789,108.87602996826172,92.42842102050781,42.84672927856445,183.23007202148438,127.02892303466797,3.785269021987915,15.383333206176758,223.22882080078125,32.55209732055664,52.4154167175293
2019-08-07,47.65467071533203,89.66999816894531,23.784076690673828,105.53579711914062,58.35458755493164,108.4098129272461,90.41964721679688,43.592674255371094,183.8656463623047,127.58540344238281,3.8235318660736084,15.561332702636719,221.5834503173828,32.834312438964844,52.07563018798828
